Origin,Destination,Latitude_OR,Longitude_OR,Latitude_DEST,Longitude_DEST
AGS,ATL,33.36989974975586,-81.9645004272461,33.6367,-84.428101
ATL,AUS,33.6367,-84.428101,30.194499969482422,-97.6698989868164
ATL,BNA,33.6367,-84.428101,36.1245002746582,-86.6781997680664
ATL,BOS,33.6367,-84.428101,42.36429977,-71.00520325
ATL,BWI,33.6367,-84.428101,39.1754,-76.668297
ATL,CAK,33.6367,-84.428101,40.916099548339844,-81.44219970703125
ATL,CLE,33.6367,-84.428101,41.4117012024,-81.8498001099
ATL,CLT,33.6367,-84.428101,35.2140007019043,-80.94309997558594
ATL,CMH,33.6367,-84.428101,39.998001,-82.891899
ATL,DAL,33.6367,-84.428101,32.847099,-96.851799
ATL,DCA,33.6367,-84.428101,38.8521,-77.037697
ATL,DFW,33.6367,-84.428101,32.896801,-97.038002
ATL,DTW,33.6367,-84.428101,42.212398529052734,-83.35340118408203
ATL,EWR,33.6367,-84.428101,40.692501068115234,-74.168701171875
ATL,FLL,33.6367,-84.428101,26.072599,-80.152702
ATL,GSP,33.6367,-84.428101,34.8956985474,-82.2189025879
ATL,HOU,33.6367,-84.428101,29.64539909,-95.27890015
ATL,IAD,33.6367,-84.428101,38.94449997,-77.45580292
ATL,IAH,33.6367,-84.428101,29.984399795532227,-95.34140014648438
ATL,IND,33.6367,-84.428101,39.7173,-86.294403
ATL,JAX,33.6367,-84.428101,30.49410057067871,-81.68789672851562
ATL,JFK,33.6367,-84.428101,40.63980103,-73.77890015
ATL,LAS,33.6367,-84.428101,36.08010101,-115.1520004
ATL,LAX,33.6367,-84.428101,33.94250107,-118.4079971
ATL,LGA,33.6367,-84.428101,40.77719879,-73.87259674
ATL,MCI,33.6367,-84.428101,39.2976,-94.713898
ATL,MCO,33.6367,-84.428101,28.429399490356445,-81.30899810791016
ATL,MDW,33.6367,-84.428101,41.785999,-87.752403
ATL,MIA,33.6367,-84.428101,25.79319953918457,-80.29060363769531
ATL,MKE,33.6367,-84.428101,42.947200775146484,-87.89659881591797
ATL,MSP,33.6367,-84.428101,44.882,-93.221802
ATL,MSY,33.6367,-84.428101,29.99340057373047,-90.25800323486328
ATL,OKC,33.6367,-84.428101,35.39310073852539,-97.60070037841797
ATL,ORD,33.6367,-84.428101,41.9786,-87.9048
ATL,PBI,33.6367,-84.428101,26.68320083618164,-80.09559631347656
ATL,PHL,33.6367,-84.428101,39.87189865112305,-75.24109649658203
ATL,PHX,33.6367,-84.428101,33.43429946899414,-112.01200103759766
ATL,PIT,33.6367,-84.428101,40.49150085,-80.23290253
ATL,RDU,33.6367,-84.428101,35.877601623535156,-78.7874984741211
ATL,RIC,33.6367,-84.428101,37.50519943237305,-77.3197021484375
ATL,RSW,33.6367,-84.428101,26.53619956970215,-81.75520324707031
ATL,SAN,33.6367,-84.428101,32.7336006165,-117.190002441
ATL,SAT,33.6367,-84.428101,29.533700942993164,-98.46980285644531
ATL,SEA,33.6367,-84.428101,47.449001,-122.308998
ATL,SFO,33.6367,-84.428101,37.61899948120117,-122.375
ATL,STL,33.6367,-84.428101,38.748697,-90.370003
ATL,TPA,33.6367,-84.428101,27.975500106811523,-82.533203125
AUS,ATL,30.194499969482422,-97.6698989868164,33.6367,-84.428101
AUS,BOS,30.194499969482422,-97.6698989868164,42.36429977,-71.00520325
AUS,SEA,30.194499969482422,-97.6698989868164,47.449001,-122.308998
BHM,DFW,33.56290054,-86.75350189,32.896801,-97.038002
BNA,ATL,36.1245002746582,-86.6781997680664,33.6367,-84.428101
BNA,DTW,36.1245002746582,-86.6781997680664,42.212398529052734,-83.35340118408203
BNA,MSP,36.1245002746582,-86.6781997680664,44.882,-93.221802
BNA,SEA,36.1245002746582,-86.6781997680664,47.449001,-122.308998
BOS,ATL,42.36429977,-71.00520325,33.6367,-84.428101
BOS,LAS,42.36429977,-71.00520325,36.08010101,-115.1520004
BOS,MCO,42.36429977,-71.00520325,28.429399490356445,-81.30899810791016
BOS,TPA,42.36429977,-71.00520325,27.975500106811523,-82.533203125
BWI,ATL,39.1754,-76.668297,33.6367,-84.428101
BWI,DTW,39.1754,-76.668297,42.212398529052734,-83.35340118408203
BWI,MSP,39.1754,-76.668297,44.882,-93.221802
BWI,SLC,39.1754,-76.668297,40.78839874267578,-111.97799682617188
CAK,ATL,40.916099548339844,-81.44219970703125,33.6367,-84.428101
CLE,ATL,41.4117012024,-81.8498001099,33.6367,-84.428101
CLT,ATL,35.2140007019043,-80.94309997558594,33.6367,-84.428101
