Origin,Destination,Latitude_OR,Longitude_OR,Latitude_DEST,Longitude_DEST
ABQ,ORD,35.040199,-106.609001,41.9786,-87.9048
AUS,JFK,30.194499969482422,-97.6698989868164,40.63980103,-73.77890015
BNA,CLT,36.1245002746582,-86.6781997680664,35.2140007019043,-80.94309997558594
BNA,LAX,36.1245002746582,-86.6781997680664,33.94250107,-118.4079971
BNA,PHL,36.1245002746582,-86.6781997680664,39.87189865112305,-75.24109649658203
BOI,PHX,43.5644,-116.223,33.43429946899414,-112.01200103759766
BOS,JFK,42.36429977,-71.00520325,40.63980103,-73.77890015
BOS,LAX,42.36429977,-71.00520325,33.94250107,-118.4079971
BOS,LGA,42.36429977,-71.00520325,40.77719879,-73.87259674
BOS,MIA,42.36429977,-71.00520325,25.79319953918457,-80.29060363769531
BOS,MSP,42.36429977,-71.00520325,44.882,-93.221802
BOS,ORD,42.36429977,-71.00520325,41.9786,-87.9048
BWI,CLT,39.1754,-76.668297,35.2140007019043,-80.94309997558594
BWI,PHX,39.1754,-76.668297,33.43429946899414,-112.01200103759766
CLT,BNA,35.2140007019043,-80.94309997558594,36.1245002746582,-86.6781997680664
CLT,BWI,35.2140007019043,-80.94309997558594,39.1754,-76.668297
CLT,DEN,35.2140007019043,-80.94309997558594,39.861698150635,-104.672996521
CLT,EWR,35.2140007019043,-80.94309997558594,40.692501068115234,-74.168701171875
CLT,IAD,35.2140007019043,-80.94309997558594,38.94449997,-77.45580292
CLT,IAH,35.2140007019043,-80.94309997558594,29.984399795532227,-95.34140014648438
CLT,JFK,35.2140007019043,-80.94309997558594,40.63980103,-73.77890015
CLT,LGA,35.2140007019043,-80.94309997558594,40.77719879,-73.87259674
CLT,ORD,35.2140007019043,-80.94309997558594,41.9786,-87.9048
CMH,LAX,39.998001,-82.891899,33.94250107,-118.4079971
CMH,LGA,39.998001,-82.891899,40.77719879,-73.87259674
CMH,PHX,39.998001,-82.891899,33.43429946899414,-112.01200103759766
DCA,FLL,38.8521,-77.037697,26.072599,-80.152702
DCA,LAX,38.8521,-77.037697,33.94250107,-118.4079971
DCA,MCO,38.8521,-77.037697,28.429399490356445,-81.30899810791016
DCA,RSW,38.8521,-77.037697,26.53619956970215,-81.75520324707031
DEN,CLT,39.861698150635,-104.672996521,35.2140007019043,-80.94309997558594
DEN,MIA,39.861698150635,-104.672996521,25.79319953918457,-80.29060363769531
DEN,PHL,39.861698150635,-104.672996521,39.87189865112305,-75.24109649658203
DFW,BHM,32.896801,-97.038002,33.56290054,-86.75350189
DFW,DTW,32.896801,-97.038002,42.212398529052734,-83.35340118408203
DFW,EWR,32.896801,-97.038002,40.692501068115234,-74.168701171875
DFW,IAD,32.896801,-97.038002,38.94449997,-77.45580292
DFW,IAH,32.896801,-97.038002,29.984399795532227,-95.34140014648438
DFW,JFK,32.896801,-97.038002,40.63980103,-73.77890015
DFW,LGA,32.896801,-97.038002,40.77719879,-73.87259674
DFW,ORD,32.896801,-97.038002,41.9786,-87.9048
DFW,SFO,32.896801,-97.038002,37.61899948120117,-122.375
DSM,PHX,41.534000396728516,-93.66310119628906,33.43429946899414,-112.01200103759766
DTW,DFW,42.212398529052734,-83.35340118408203,32.896801,-97.038002
EGE,ORD,39.64260101,-106.9179993,41.9786,-87.9048
EWR,CLT,40.692501068115234,-74.168701171875,35.2140007019043,-80.94309997558594
EWR,DFW,40.692501068115234,-74.168701171875,32.896801,-97.038002
EWR,MIA,40.692501068115234,-74.168701171875,25.79319953918457,-80.29060363769531
EWR,PHX,40.692501068115234,-74.168701171875,33.43429946899414,-112.01200103759766
FLL,DCA,26.072599,-80.152702,38.8521,-77.037697
FLL,PHL,26.072599,-80.152702,39.87189865112305,-75.24109649658203
GEG,PHX,47.61989974975586,-117.53399658203125,33.43429946899414,-112.01200103759766
IAD,CLT,38.94449997,-77.45580292,35.2140007019043,-80.94309997558594
IAD,DFW,38.94449997,-77.45580292,32.896801,-97.038002
IAD,MIA,38.94449997,-77.45580292,25.79319953918457,-80.29060363769531
IAH,CLT,29.984399795532227,-95.34140014648438,35.2140007019043,-80.94309997558594
IAH,DFW,29.984399795532227,-95.34140014648438,32.896801,-97.038002
IND,ORD,39.7173,-86.294403,41.9786,-87.9048
JFK,BOS,40.63980103,-73.77890015,42.36429977,-71.00520325
JFK,CLT,40.63980103,-73.77890015,35.2140007019043,-80.94309997558594
JFK,DCA,40.63980103,-73.77890015,38.8521,-77.037697
JFK,DFW,40.63980103,-73.77890015,32.896801,-97.038002
JFK,LAX,40.63980103,-73.77890015,33.94250107,-118.4079971
JFK,MIA,40.63980103,-73.77890015,25.79319953918457,-80.29060363769531
JFK,PHX,40.63980103,-73.77890015,33.43429946899414,-112.01200103759766
LAS,PHL,36.08010101,-115.1520004,39.87189865112305,-75.24109649658203
LAS,PHX,36.08010101,-115.1520004,33.43429946899414,-112.01200103759766
LAX,BNA,33.94250107,-118.4079971,36.1245002746582,-86.6781997680664
LAX,BOS,33.94250107,-118.4079971,42.36429977,-71.00520325
LAX,DCA,33.94250107,-118.4079971,38.8521,-77.037697
LAX,JFK,33.94250107,-118.4079971,40.63980103,-73.77890015
LAX,MIA,33.94250107,-118.4079971,25.79319953918457,-80.29060363769531
LAX,MSP,33.94250107,-118.4079971,44.882,-93.221802
LAX,MSY,33.94250107,-118.4079971,29.99340057373047,-90.25800323486328
LAX,ORD,33.94250107,-118.4079971,41.9786,-87.9048
LAX,SAT,33.94250107,-118.4079971,29.533700942993164,-98.46980285644531
LAX,SDF,33.94250107,-118.4079971,38.1744,-85.736
LAX,SEA,33.94250107,-118.4079971,47.449001,-122.308998
LAX,TUS,33.94250107,-118.4079971,32.1161003112793,-110.94100189208984
LGA,BOS,40.77719879,-73.87259674,42.36429977,-71.00520325
LGA,CMH,40.77719879,-73.87259674,39.998001,-82.891899
LGA,DFW,40.77719879,-73.87259674,32.896801,-97.038002
LGA,MCO,40.77719879,-73.87259674,28.429399490356445,-81.30899810791016
LGA,MIA,40.77719879,-73.87259674,25.79319953918457,-80.29060363769531
LGA,ORD,40.77719879,-73.87259674,41.9786,-87.9048
LGA,RDU,40.77719879,-73.87259674,35.877601623535156,-78.7874984741211
MCI,ORD,39.2976,-94.713898,41.9786,-87.9048
MCI,PHX,39.2976,-94.713898,33.43429946899414,-112.01200103759766
MCO,DCA,28.429399490356445,-81.30899810791016,38.8521,-77.037697
MCO,PHL,28.429399490356445,-81.30899810791016,39.87189865112305,-75.24109649658203
MCO,PHX,28.429399490356445,-81.30899810791016,33.43429946899414,-112.01200103759766
MIA,BOS,25.79319953918457,-80.29060363769531,42.36429977,-71.00520325
MIA,DEN,25.79319953918457,-80.29060363769531,39.861698150635,-104.672996521
MIA,IAD,25.79319953918457,-80.29060363769531,38.94449997,-77.45580292
MIA,JFK,25.79319953918457,-80.29060363769531,40.63980103,-73.77890015
MIA,LAX,25.79319953918457,-80.29060363769531,33.94250107,-118.4079971
MIA,LGA,25.79319953918457,-80.29060363769531,40.77719879,-73.87259674
MIA,MCO,25.79319953918457,-80.29060363769531,28.429399490356445,-81.30899810791016
MIA,ORD,25.79319953918457,-80.29060363769531,41.9786,-87.9048
MIA,SFO,25.79319953918457,-80.29060363769531,37.61899948120117,-122.375
MSP,BOS,44.882,-93.221802,42.36429977,-71.00520325
MSP,DFW,44.882,-93.221802,32.896801,-97.038002
MSY,DCA,29.99340057373047,-90.25800323486328,38.8521,-77.037697
MSY,LAX,29.99340057373047,-90.25800323486328,33.94250107,-118.4079971
OAK,PHX,37.721298,-122.221001,33.43429946899414,-112.01200103759766
OMA,PHX,41.3032,-95.894096,33.43429946899414,-112.01200103759766
