Origin,Destination,Latitude_OR,Longitude_OR,Latitude_DEST,Longitude_DEST
OAK,ATL,37.721298,-122.221001,33.6367,-84.428101
OAK,LAS,37.721298,-122.221001,36.08010101,-115.1520004
OAK,LAX,37.721298,-122.221001,33.94250107,-118.4079971
OKC,PHX,35.39310074,-97.60070038,33.43429947,-112.012001
OMA,LAX,41.3032,-95.894096,33.94250107,-118.4079971
PDX,LAS,45.58869934,-122.5979996,36.08010101,-115.1520004
PHL,BNA,39.87189865,-75.2410965,36.12450027,-86.67819977
PHL,FLL,39.87189865,-75.2410965,26.072599,-80.152702
PHL,MSP,39.87189865,-75.2410965,44.882,-93.221802
PHL,STL,39.87189865,-75.2410965,38.748697,-90.370003
PHX,ABQ,33.43429947,-112.012001,35.040199,-106.609001
PHX,BUR,33.43429947,-112.012001,34.20069885,-118.3590012
PHX,BWI,33.43429947,-112.012001,39.1754,-76.668297
PHX,CLE,33.43429947,-112.012001,41.4117012,-81.84980011
PHX,CVG,33.43429947,-112.012001,39.04880142,-84.6678009
PHX,LAS,33.43429947,-112.012001,36.08010101,-115.1520004
PHX,OAK,33.43429947,-112.012001,37.721298,-122.221001
PHX,OKC,33.43429947,-112.012001,35.39310074,-97.60070038
PHX,ONT,33.43429947,-112.012001,34.05599976,-117.6009979
PHX,RDU,33.43429947,-112.012001,35.87760162,-78.78749847
PHX,SAN,33.43429947,-112.012001,32.73360062,-117.1900024
PIT,LAS,40.49150085,-80.23290253,36.08010101,-115.1520004
PIT,LAX,40.49150085,-80.23290253,33.94250107,-118.4079971
PVD,DCA,41.732601,-71.420403,38.8521,-77.037697
RDU,BNA,35.87760162,-78.78749847,36.12450027,-86.67819977
RDU,FLL,35.87760162,-78.78749847,26.072599,-80.152702
RDU,MCO,35.87760162,-78.78749847,28.42939949,-81.30899811
RDU,PHX,35.87760162,-78.78749847,33.43429947,-112.012001
RDU,TPA,35.87760162,-78.78749847,27.97550011,-82.53320313
RNO,LAX,39.49909973,-119.7679977,33.94250107,-118.4079971
RSW,IND,26.53619957,-81.75520325,39.7173,-86.294403
SAN,LAS,32.73360062,-117.1900024,36.08010101,-115.1520004
SAN,PHX,32.73360062,-117.1900024,33.43429947,-112.012001
SAT,DEN,29.53370094,-98.46980286,39.86169815,-104.6729965
SDF,DEN,38.1744,-85.736,39.86169815,-104.6729965
SEA,LAS,47.449001,-122.308998,36.08010101,-115.1520004
SEA,MKE,47.449001,-122.308998,42.94720078,-87.89659882
SEA,SJC,47.449001,-122.308998,37.362598,-121.929001
SEA,SMF,47.449001,-122.308998,38.69540024,-121.5910034
SFO,BUR,37.61899948,-122.375,34.20069885,-118.3590012
SFO,STL,37.61899948,-122.375,38.748697,-90.370003
SJC,LAS,37.362598,-121.929001,36.08010101,-115.1520004
SJC,LAX,37.362598,-121.929001,33.94250107,-118.4079971
SJC,SEA,37.362598,-121.929001,47.449001,-122.308998
SMF,DEN,38.69540024,-121.5910034,39.86169815,-104.6729965
SMF,LAS,38.69540024,-121.5910034,36.08010101,-115.1520004
SMF,SEA,38.69540024,-121.5910034,47.449001,-122.308998
SNA,LAS,33.67570114,-117.8679962,36.08010101,-115.1520004
STL,DEN,38.748697,-90.370003,39.86169815,-104.6729965
STL,EWR,38.748697,-90.370003,40.69250107,-74.16870117
STL,LAX,38.748697,-90.370003,33.94250107,-118.4079971
STL,LGA,38.748697,-90.370003,40.77719879,-73.87259674
STL,PHX,38.748697,-90.370003,33.43429947,-112.012001
STL,SFO,38.748697,-90.370003,37.61899948,-122.375
TPA,RDU,27.97550011,-82.53320313,35.87760162,-78.78749847
TUL,DEN,36.19839859,-95.88809967,39.86169815,-104.6729965
